start_date,distance [km],average_speed [km/h],max_speed [km/h],moving_time [min],total_elevation_gain [m],type,gear_id,kilojoules
2022-05-25T04:55:01Z,13.3874,17.0712,38.6928,47.05,101.5,Ride,b10386566,387.4
2022-05-24T13:46:04Z,12.6426,19.5912,42.4152,38.72,69.8,Ride,b10386566,299.2
2022-05-24T04:43:05Z,12.6298,19.0872,36.6912,39.7,90.4,Ride,b10386566,329.5
2022-05-22T09:04:37Z,15.2005,11.6136,37.296,78.53,46.9,Ride,b7982751,566.7
2022-05-20T13:13:45Z,12.510399999999999,20.3616,40.5576,36.87,69.6,Ride,b10386566,289.9
2022-05-20T04:47:46Z,13.0656,15.6996,39.1032,49.93,93.4,Ride,b10386566,382.1
2022-05-16T14:13:32Z,36.3754,13.482000000000001,50.9688,161.88,309.1,Ride,b10386566,1120.9
2022-05-16T05:04:49Z,14.4376,17.3304,40.0356,49.98,106.7,Ride,b10386566,398.8
2022-05-14T12:33:21Z,37.5062,15.462,46.7928,145.53,365.9,Ride,b10386566,1085.7
2022-05-13T15:25:06Z,31.967200000000002,16.2396,54.0324,118.1,404.9,Ride,b10386566,929.1
2022-05-13T13:45:41Z,12.7399,17.0892,38.8008,44.73,69.7,Ride,b10386566,286.3
2022-05-13T05:35:47Z,12.2637,18.4248,40.3992,39.93,97.9,Ride,b7982751,440.8
2022-05-11T14:25:17Z,11.9671,19.2924,42.7968,37.22,70.4,Ride,b10386566,276.2
2022-05-11T04:56:10Z,13.2414,15.803999999999998,39.0816,50.27,100.0,Ride,b10386566,391.2
2022-05-10T14:06:20Z,12.609200000000001,18.5652,40.896,40.75,66.6,Ride,b10386566,308.2
2022-05-10T05:03:16Z,12.975,17.8488,35.7192,43.62,96.6,Ride,b10386566,360.1
2022-05-06T13:42:11Z,34.202400000000004,14.1696,44.9172,144.83,346.0,Ride,b7982751,1553.9
2022-05-06T05:07:53Z,13.117799999999999,17.64,36.1368,44.62,94.2,Ride,b10386566,371.9
2022-05-05T14:22:01Z,12.4893,18.8532,46.152,39.75,69.7,Ride,b7982751,377.7
2022-05-05T04:57:24Z,13.0075,17.9064,40.3164,43.58,94.6,Ride,b10386566,375.5
2022-05-04T14:56:17Z,14.997,16.1244,41.868,55.8,134.8,Ride,b10386566,424.5
2022-05-04T04:54:51Z,13.101700000000001,16.520400000000002,38.617200000000004,47.58,96.9,Ride,b10386566,365.1
2022-05-03T14:30:43Z,26.6445,12.373199999999999,48.22560000000001,129.2,262.8,Ride,b10386566,994.7
2022-05-03T04:42:29Z,19.918,20.2608,44.0424,58.98,66.2,Ride,b10386566,485.2
2022-04-27T14:32:40Z,17.2521,12.9204,41.904,80.12,140.4,Ride,b7982751,736.9
2022-04-27T04:44:31Z,13.1509,16.8192,35.52120000000001,46.92,99.1,Ride,b7982751,428.8
2022-04-15T09:12:30Z,65.0182,14.1012,40.32,276.67,771.2,Ride,b7982751,2426.5
2022-04-13T14:12:28Z,18.6277,6.912,43.848,161.7,143.3,Ride,b7982751,1331.2
2022-04-13T05:01:42Z,12.8589,16.8588,31.680000000000003,45.77,97.7,Ride,b7982751,431.4
2022-04-12T15:48:36Z,12.7477,8.7156,35.784,87.75,151.8,Ride,b7982751,575.9
2022-04-08T14:02:08Z,13.7239,17.946,41.1912,45.88,87.2,Ride,b7982751,381.6
2022-04-08T04:41:54Z,12.1673,17.3808,38.8296,42.0,95.4,Ride,b7982751,415.7
2022-03-29T14:02:46Z,12.0325,17.7876,43.632,40.58,71.3,Ride,b7982751,400.9
2022-03-29T04:37:15Z,12.896,17.1756,36.54,45.05,93.9,Ride,b7982751,431.1
2022-03-27T13:47:19Z,21.934900000000003,14.450400000000002,34.308,91.07,237.7,Ride,b7982751,715.6
2022-03-27T08:57:00Z,23.724400000000003,13.9104,36.2736,102.33,449.4,Ride,b7982751,949.6
2022-03-23T15:27:21Z,10.417,16.9848,45.972,36.8,59.9,Ride,b7982751,324.3
2022-03-23T05:55:07Z,13.314,15.498,37.3896,51.55,101.8,Ride,b7982751,437.3
2022-03-21T15:31:58Z,12.1065,18.7632,45.2304,38.72,72.4,Ride,b7982751,400.1
2022-03-21T05:55:06Z,12.7452,15.9192,32.6988,48.03,93.4,Ride,b7982751,434.5
2022-03-13T11:13:50Z,49.1132,11.8116,50.7744,249.45,476.9,Ride,b7982751,2046.9
2022-03-12T09:20:02Z,12.8986,4.1364,20.2788,187.07,284.7,Walk,,
2022-03-05T10:14:49Z,8.867299999999998,4.946400000000001,23.270400000000002,107.58,301.7,BackcountrySki,,
2022-03-03T08:57:08Z,14.464,6.6348,25.632,130.77,195.7,BackcountrySki,,
2022-03-02T09:44:43Z,10.7086,7.1028,30.434400000000004,90.47,95.7,BackcountrySki,,
2022-02-25T15:45:07Z,13.8295,17.258399999999998,42.192,48.08,82.3,Ride,b7982751,409.3
2022-02-25T05:58:06Z,12.9116,15.364799999999999,42.4296,50.42,97.2,Ride,b7982751,474.9
2022-02-23T18:30:36Z,12.738,12.5856,53.4204,60.73,104.3,Ride,b7982751,439.7
2022-02-22T15:59:11Z,13.8875,17.269199999999998,43.1928,48.25,83.4,Ride,b7982751,403.4
2022-02-22T06:11:50Z,13.7886,14.4288,36.3816,57.33,102.0,Ride,b7982751,532.4
2022-02-20T10:30:38Z,13.0009,10.3824,24.991200000000003,75.13,19.6,Ride,b7982751,414.9
2022-02-09T15:45:01Z,14.060799999999999,15.912,43.72560000000001,53.02,92.9,Ride,b7982751,425.3
2022-02-09T06:17:22Z,13.053,17.168400000000002,40.572,45.62,98.0,Ride,b10386566,339.2
2022-02-08T15:21:29Z,12.9275,15.065999999999999,34.92,51.48,138.0,Ride,b10386566,357.9
2022-02-08T06:11:19Z,14.4613,17.3232,37.4688,50.08,108.1,Ride,b10386566,389.7
2022-02-07T17:27:53Z,11.6464,11.3184,34.495200000000004,61.73,180.9,Ride,b10386566,422.9
2022-01-31T06:35:25Z,1.4415,7.0524000000000004,26.7588,12.27,24.2,Run,,
2022-01-29T10:56:51Z,11.703,11.7144,36.921600000000005,59.95,99.0,Ride,b7982751,418.2
2022-01-27T06:28:01Z,3.3546,7.3116,24.7392,27.53,67.2,Run,,
2022-01-23T10:34:43Z,16.1958,5.0112,73.6344,193.92,442.0,BackcountrySki,,
2022-01-20T15:28:32Z,2.333,7.153200000000001,16.9272,19.57,54.7,Run,,
2022-01-15T09:42:50Z,23.4157,9.5832,38.037600000000005,146.58,372.5,BackcountrySki,,
2022-01-08T09:44:55Z,4.4489,7.714799999999999,46.2348,34.6,68.4,Run,,
2021-12-28T10:36:28Z,14.744299999999999,5.9184,30.456000000000003,149.52,251.6,BackcountrySki,,
2021-11-07T09:20:16Z,43.9276,14.0328,40.7664,187.82,529.8,Ride,b7982751,1695.1
2021-10-22T14:55:53Z,3.7626999999999997,7.685999999999999,35.2584,29.37,79.8,Run,,
2021-10-15T05:01:47Z,2.319,6.4728,13.68,21.5,21.0,Walk,,
2021-10-13T14:07:17Z,2.337,8.208,20.52,17.08,8.5,Run,,
2021-10-13T05:01:18Z,2.3563,7.776000000000001,13.68,18.18,21.2,Run,,
2021-10-10T10:52:02Z,44.9229,11.844000000000001,40.32,227.57,471.7,Ride,b7982751,1827.4
2021-10-05T14:28:43Z,11.751100000000001,19.2744,45.36,36.58,71.5,Ride,b7982751,347.9
2021-10-05T05:19:49Z,13.3719,16.11,37.800000000000004,49.8,94.4,Ride,b7982751,440.5
2021-10-04T14:57:50Z,13.9817,18.9288,45.0,44.32,81.8,Ride,b7982751,325.3
2021-10-04T05:19:12Z,13.3551,17.074800000000003,46.440000000000005,46.93,97.4,Ride,b7982751,448.7
2021-09-22T15:11:52Z,35.5316,14.857199999999999,52.92,143.5,364.1,Ride,b7982751,1166.0
2021-09-22T05:15:10Z,13.0695,17.6292,47.16,44.48,94.7,Ride,b7982751,426.0
2021-09-20T15:11:44Z,14.2796,16.480800000000002,46.080000000000005,51.98,75.8,Ride,b7982751,417.5
2021-09-20T04:57:39Z,12.8074,16.8336,52.92,45.65,92.7,Ride,b7982751,381.4
2021-09-19T09:50:13Z,16.466099999999997,7.5096,44.28,131.55,178.4,Ride,b7982751,677.6
2021-09-15T13:58:28Z,12.1737,17.5428,48.96,41.63,71.2,Ride,b7982751,386.0
2021-09-15T04:46:53Z,12.9356,18.5904,37.080000000000005,41.75,90.6,Ride,b7982751,416.0
2021-09-10T13:35:42Z,13.876,13.3416,46.440000000000005,62.4,118.4,Ride,b7982751,482.7
2021-09-10T05:03:32Z,13.0685,17.424,55.080000000000005,45.0,96.2,Ride,b7982751,422.4
2021-09-08T15:09:51Z,16.113,16.650000000000002,46.440000000000005,58.07,145.8,Ride,b7982751,512.8
2021-09-07T14:14:08Z,13.943,17.424,45.36,48.02,97.3,Ride,b7982751,414.4
2021-09-07T05:12:38Z,13.026,16.9344,38.519999999999996,46.15,91.2,Ride,b7982751,411.6
2021-09-06T15:10:11Z,14.447,18.4896,46.080000000000005,46.88,84.6,Ride,b7982751,424.3
2021-09-06T04:43:24Z,13.4688,16.0776,54.36,50.27,91.9,Ride,b7982751,479.3
2021-08-30T14:44:02Z,22.770799999999998,10.5516,58.68000000000001,129.5,224.4,Ride,b7982751,937.9
2021-08-27T14:14:26Z,17.5675,17.5428,165.6,60.08,82.6,Ride,b7982751,565.7
2021-08-27T05:15:48Z,12.237,17.9892,36.36,40.82,85.5,Ride,b7982751,393.7
2021-08-23T14:32:25Z,13.9301,18.4176,44.64,45.38,82.5,Ride,b7982751,369.6
2021-08-23T04:46:34Z,12.2385,16.5816,38.16,44.28,95.3,Ride,b7982751,408.9
2021-08-21T08:30:26Z,72.8077,13.662,46.440000000000005,319.77,833.2,Ride,b7982751,2806.9
2021-08-19T13:43:12Z,11.723600000000001,19.7604,42.480000000000004,35.6,71.2,Ride,b7982751,334.3
2021-08-19T04:42:43Z,12.1385,18.788400000000003,36.72,38.77,95.4,Ride,b7982751,408.3
2021-08-13T13:57:21Z,10.491299999999999,18.1404,44.352000000000004,34.7,54.4,Ride,b7982751,310.4
2021-08-13T05:25:08Z,12.389,16.7796,46.440000000000005,44.3,93.6,Ride,b7982751,422.5
2021-08-09T15:22:56Z,16.1095,15.4872,51.480000000000004,62.42,156.2,Ride,b7982751,573.3
2021-08-09T04:58:39Z,13.147200000000002,15.872399999999999,36.36,49.7,92.5,Ride,b7982751,439.3
2021-08-07T11:21:49Z,40.8265,7.8012,42.12,314.05,371.7,Ride,b7982751,2380.9
2021-08-04T14:58:05Z,15.444799999999999,16.272,40.32,56.95,140.1,Ride,b7982751,492.6
2021-08-04T05:21:30Z,12.812100000000001,18.2016,34.92,42.23,90.8,Ride,b7982751,420.2
2021-08-03T14:38:39Z,16.8498,16.0848,48.24,62.85,172.3,Ride,b7982751,546.3
2021-08-03T05:18:21Z,13.180200000000001,17.2872,36.0,45.75,90.8,Ride,b7982751,432.9
2021-07-29T15:37:40Z,6.229100000000001,14.741999999999999,41.4,25.35,63.3,Ride,b7982751,245.0
2021-07-15T14:53:26Z,13.5852,17.6544,46.440000000000005,46.17,104.6,Ride,b7982751,406.8
2021-07-15T05:06:09Z,13.8642,18.5544,68.03999999999999,44.83,97.3,Ride,b7982751,465.7
2021-07-13T15:14:34Z,16.193,17.9208,45.0,54.22,138.4,Ride,b7982751,501.4
2021-07-13T05:02:33Z,12.8744,17.4816,37.080000000000005,44.18,93.5,Ride,b7982751,429.3
2021-07-12T14:37:28Z,13.3269,15.7104,39.6,50.9,68.7,Ride,b7982758,384.7
2021-07-12T05:09:17Z,14.508899999999999,18.5472,38.519999999999996,46.93,110.4,Ride,b7982758,377.9
2021-07-11T09:35:54Z,57.146,16.153200000000002,43.92,212.25,432.7,Ride,b7982758,1532.7
2021-07-10T10:58:11Z,48.7825,14.2452,41.04,205.47,411.5,Ride,b7982758,1419.2
2021-07-09T14:57:13Z,49.033199999999994,14.274,50.04,206.13,401.2,Ride,b7982758,1683.9
2021-07-07T15:20:50Z,20.3178,12.870000000000001,41.4,94.72,231.8,Ride,b7982758,678.5
2021-07-07T04:55:13Z,12.5355,22.057199999999998,45.0,34.1,90.6,Ride,b7982758,330.3
2021-07-01T14:13:32Z,11.9517,20.3256,43.2,35.28,71.0,Ride,b7982758,290.7
2021-07-01T05:01:32Z,19.668200000000002,4.824000000000001,41.4,244.7,104.3,Ride,b7982758,1448.0
2021-06-23T05:55:19Z,3.281,13.798800000000002,26.28,14.27,27.9,Ride,b7982751,124.9
2021-06-22T15:28:20Z,32.5605,12.6576,45.72,154.33,496.9,Ride,b7982751,1294.1
2021-06-19T08:05:33Z,23.9196,14.536800000000001,41.4,98.72,276.3,Ride,b7982751,760.3
2021-06-18T15:37:35Z,26.1478,16.686,49.68000000000001,94.02,360.3,Ride,b7982751,916.9
2021-06-17T15:40:49Z,15.290799999999999,15.915600000000001,35.28,57.65,138.5,Ride,b7982751,467.4
2021-06-17T05:39:25Z,12.953700000000001,18.741600000000002,39.24,41.47,96.9,Ride,b7982751,433.3
2021-06-13T12:07:17Z,51.004599999999996,13.7376,52.2,222.75,585.3,Ride,b7982751,1826.5
2021-06-11T13:56:44Z,15.8842,16.0164,36.0,59.5,146.1,Ride,b7982751,526.5
2021-06-11T05:24:39Z,13.4958,15.552000000000001,49.32,52.07,94.2,Ride,b7982751,477.0
2021-06-09T14:56:13Z,48.8804,16.866,52.56,173.9,514.5,Walk,,
2021-06-09T05:17:14Z,12.8205,17.8272,34.56,43.15,90.7,Walk,,
2021-06-08T05:29:36Z,37.8422,3.6864000000000003,67.32,615.72,286.2,Ride,b7982751,4869.9
2021-06-07T15:31:29Z,16.879900000000003,14.3208,49.32,70.72,156.3,Ride,b7982751,582.3
2021-06-07T05:07:41Z,13.364,16.6644,38.519999999999996,48.12,99.8,Ride,b7982751,458.4
2021-06-06T10:58:48Z,7.1223,11.07,32.4,38.6,98.4,Ride,b7982758,272.7
2021-06-04T14:26:31Z,36.6051,15.0516,54.36,145.93,345.1,Ride,b7982751,1214.6
2021-06-04T04:54:21Z,13.295,17.229599999999998,53.64,46.3,104.0,Ride,b7982751,450.1
2021-06-02T13:44:49Z,58.9657,17.7516,50.4,199.32,178.5,Ride,b7982751,1764.1
2021-06-02T05:33:12Z,13.1896,16.56,39.24,47.78,90.7,Ride,b7982751,452.3
2021-06-01T14:53:12Z,36.9905,16.8624,50.04,131.62,389.0,Ride,b7982751,1125.3
2021-06-01T05:25:39Z,13.1419,17.7912,41.4,44.32,97.2,Ride,b7982751,431.5
2021-05-31T14:53:58Z,15.780700000000001,16.8012,45.72,56.35,147.6,Ride,b7982751,450.0
2021-05-31T05:30:09Z,13.129,17.3124,36.36,45.5,96.9,Ride,b7982751,438.2
2021-05-28T14:21:42Z,20.7243,8.8236,73.44,140.93,156.8,Ride,b7982751,1024.1
2021-05-28T05:16:09Z,12.8276,19.0908,43.56,40.32,90.4,Ride,b7982751,386.2
2021-05-25T14:50:00Z,48.0997,16.981199999999998,43.92,169.97,429.8,Ride,b7982751,1601.5
2021-05-25T05:36:28Z,12.4716,16.909200000000002,56.16,44.25,93.3,Ride,b7982751,435.4
2021-05-24T14:49:05Z,17.7683,11.2212,39.6,95.0,141.2,Ride,b7982751,709.9
2021-05-24T04:58:15Z,14.043700000000001,17.362800000000004,36.36,48.53,104.0,Ride,b7982751,411.6
2021-05-23T13:59:11Z,23.7856,13.3992,37.800000000000004,106.5,340.8,Ride,b7982751,883.7
2021-05-22T11:07:10Z,21.0795,14.526000000000002,47.16,87.07,309.0,Ride,b7982751,807.0
2021-05-22T10:12:59Z,7.7446,15.6384,29.16,29.72,57.7,Ride,b7982758,200.3
2021-05-20T09:35:36Z,3.7599,9.518400000000002,34.92,23.7,39.0,Ride,b7982751,171.9
2021-05-20T05:30:06Z,4.2715,12.420000000000002,45.36,20.63,56.8,Ride,b7982751,168.6
2021-05-19T14:40:34Z,21.750400000000003,10.4796,52.56,124.53,266.2,Ride,b7982751,980.0
2021-05-19T04:44:12Z,12.203100000000001,18.3816,36.72,39.83,93.8,Ride,b7982751,386.2
2021-05-18T15:18:15Z,14.3976,16.0776,39.6,53.73,143.2,Ride,b7982751,481.9
2021-05-18T05:18:22Z,12.2441,19.7136,39.96,37.27,93.2,Ride,b7982751,418.4
2021-05-17T15:15:10Z,16.985599999999998,16.761599999999998,44.64,60.8,157.8,Ride,b7982751,540.6
2021-05-17T05:13:01Z,13.342,18.0972,36.36,44.23,97.6,Ride,b7982751,437.0
2021-05-11T14:21:02Z,11.1649,13.7052,41.4,48.88,192.6,Ride,b7982751,431.5
2021-05-11T05:23:32Z,10.3873,17.91,46.800000000000004,34.8,98.0,Ride,b7982751,333.8
2021-05-08T11:59:20Z,1.9833,9.8604,18.0,12.07,0.0,Ride,b7982751,70.6
2021-05-07T14:12:08Z,40.9597,16.5312,42.12,148.67,438.7,Ride,b7982751,1311.1
2021-05-07T04:59:55Z,14.1396,20.465999999999998,38.88,41.45,104.8,Ride,b7982751,431.1
2021-05-06T15:36:07Z,13.6125,15.181199999999999,37.440000000000005,53.8,195.8,Ride,b7982751,465.8
2021-05-06T05:20:03Z,14.4065,16.146,38.16,53.53,205.6,Ride,b7982751,521.5
2021-05-05T14:40:07Z,15.2975,15.397200000000002,44.28,59.62,133.7,Ride,b7982758,411.4
2021-05-05T05:32:04Z,13.633299999999998,18.2304,39.6,44.87,102.0,Ride,b7982758,396.2
2021-05-04T14:56:34Z,16.0897,16.6032,47.88,58.15,143.4,Ride,b7982758,424.3
2021-05-04T05:19:14Z,13.3892,17.586,45.72,45.68,98.2,Ride,b7982758,369.4
2021-05-03T15:38:49Z,4.3063,16.0632,37.080000000000005,16.08,47.7,Ride,b7982751,131.2
2021-05-03T05:10:12Z,13.742799999999999,20.134800000000002,56.88,40.95,125.4,Ride,b7982758,367.9
2021-05-02T13:46:54Z,6.8681,5.6376,11.520000000000001,73.08,94.0,Walk,,
2021-05-02T11:46:02Z,8.3717,11.9556,57.6,42.02,113.4,Ride,b7982751,362.8
2021-04-29T14:33:08Z,12.4758,17.5788,47.88,42.58,68.3,Ride,b7982751,348.9
2021-04-29T05:11:37Z,14.3687,17.9676,36.0,47.98,104.1,Ride,b7982751,460.3
2021-04-28T14:35:46Z,45.8753,17.244,46.800000000000004,159.63,391.0,Ride,b7982751,1546.6
2021-04-25T13:55:17Z,24.1109,16.0524,38.16,90.12,295.2,Ride,b7982751,736.2
2021-04-24T09:09:23Z,25.1361,15.8472,67.68,95.17,401.7,Ride,b7982751,891.4
2021-04-23T14:26:22Z,36.1743,16.2576,37.440000000000005,133.52,300.1,Ride,b7982751,1212.5
2021-04-23T05:09:58Z,15.2,18.979200000000002,37.800000000000004,48.05,120.4,Ride,b7982751,484.3
2021-04-21T08:45:21Z,7.1051,7.7508,53.64,55.0,127.9,BackcountrySki,,
2021-04-20T10:52:40Z,57.7864,19.3572,100.8,179.12,932.2,Ride,b7982751,2842.7
2021-04-19T11:51:11Z,44.3566,9.4212,47.88,282.53,1004.6,Ride,b7982751,2912.7
2021-04-18T09:16:28Z,32.5378,12.4596,41.04,156.7,713.8,BackcountrySki,,
2021-04-15T14:27:59Z,15.126,16.693199999999997,34.92,54.37,133.1,Ride,b7982751,452.8
2021-04-15T04:53:33Z,14.4082,19.2888,37.080000000000005,44.82,104.7,Ride,b7982751,443.6
2021-04-14T15:02:24Z,39.226699999999994,17.262,46.440000000000005,136.35,350.2,Ride,b7982751,1248.1
2021-04-09T14:11:54Z,28.4433,13.6188,59.04,125.32,179.6,Ride,b7982751,962.8
2021-04-05T10:07:50Z,37.549800000000005,16.398,43.56,137.4,376.9,Ride,b7982751,1313.0
2021-04-02T11:20:32Z,36.7467,17.3124,34.56,127.37,295.5,Ride,b7982751,1188.7
2021-04-01T11:19:25Z,70.709,19.296000000000003,39.96,219.87,426.4,Ride,b7982758,1780.0
2021-03-30T16:37:44Z,5.5091,5.3208,41.4,62.13,20.8,Walk,,
2021-03-29T16:25:43Z,4.55,5.2128,30.6,52.37,19.4,Walk,,
2021-03-28T11:30:21Z,57.145300000000006,22.244400000000002,44.28,154.13,113.9,Ride,b7982758,1416.0
2021-03-27T13:12:23Z,40.814,16.502399999999998,44.64,148.38,356.3,Ride,b7982758,1181.2
2021-03-26T16:31:57Z,22.8418,16.2396,39.96,84.4,213.4,Ride,b7982751,754.0
2021-03-25T14:59:11Z,38.176,16.4268,37.440000000000005,139.43,158.4,Ride,b7982758,1200.6
2021-03-20T09:01:45Z,36.8086,16.689600000000002,54.0,132.32,349.0,Ride,b7982758,1019.9
2021-03-16T16:23:37Z,3.3426,8.19,48.96,24.48,64.4,Run,,
2021-03-14T12:52:11Z,39.0922,19.6488,36.0,119.37,152.1,Ride,b7982758,895.1
2021-03-13T11:51:44Z,42.8059,11.635200000000001,37.440000000000005,220.73,421.9,Ride,b7982758,1432.1
2021-03-04T15:15:11Z,27.0846,16.1136,39.24,100.85,317.2,Ride,b7982751,930.1
2021-02-28T12:41:00Z,36.7016,15.728399999999999,39.96,140.02,227.8,Ride,b7982751,1258.3
2021-02-27T12:05:20Z,47.3588,15.065999999999999,43.56,188.58,421.5,Ride,b7982751,1729.0
2021-02-26T14:53:58Z,14.067,18.9864,45.72,44.45,77.8,Ride,b7982751,413.7
2021-02-26T06:06:19Z,13.9584,19.8684,35.28,42.15,103.9,Ride,b7982751,422.1
2021-02-20T12:07:55Z,59.009,15.336,33.480000000000004,230.85,126.6,Ride,b7982751,1748.8
2021-02-16T15:37:42Z,3.4735,7.236,15.48,28.8,76.6,Run,,
2021-02-13T11:07:05Z,6.3705,9.266399999999999,36.0,41.25,109.7,BackcountrySki,,
2021-02-08T15:42:16Z,4.032,7.5672,24.48,31.97,78.1,Run,,
2021-01-31T11:59:37Z,17.561700000000002,8.236799999999999,32.76,127.92,278.4,BackcountrySki,,
2021-01-16T13:42:03Z,7.6536,7.660800000000001,21.96,59.93,32.4,BackcountrySki,,
2021-01-09T11:23:01Z,12.0633,6.7716,32.76,106.88,261.4,BackcountrySki,,
2021-01-06T18:01:53Z,4.109,5.2092,46.800000000000004,47.33,43.7,Walk,,
2021-01-02T10:26:42Z,26.2305,9.0216,46.080000000000005,174.43,439.4,BackcountrySki,,
2021-01-01T09:09:48Z,21.8513,8.748000000000001,40.32,149.9,365.0,BackcountrySki,,
2020-12-07T14:41:48Z,2.5796,7.8228,19.08,19.78,49.1,Run,,
2020-11-22T12:51:20Z,28.036900000000003,15.264000000000001,40.32,110.22,310.1,Ride,b7982751,992.3
2020-11-20T14:37:55Z,3.1976,8.01,25.56,23.95,60.7,Run,,
2020-11-15T14:53:43Z,3.7824,8.020800000000001,39.96,28.3,75.1,Run,,
2020-11-14T10:33:07Z,56.9715,14.562,58.32,234.72,795.6,Ride,b7982751,1925.7
2020-11-12T10:20:11Z,1.3638,9.878400000000001,21.6,8.28,10.0,Run,,
2020-11-03T14:43:47Z,17.7276,15.678000000000003,31.319999999999997,67.85,260.8,Ride,b7982758,550.2
2020-10-31T10:24:18Z,72.3138,15.3756,45.36,282.18,693.3,Ride,b7982758,2133.3
2020-10-28T11:46:27Z,14.3345,18.183600000000002,45.72,47.3,134.8,Ride,b7982751,483.1
2020-10-25T14:16:29Z,24.578,16.142400000000002,47.88,91.35,279.1,Ride,b7982751,781.9
2020-10-24T12:37:11Z,30.1685,11.0916,42.480000000000004,163.2,622.8,Ride,b7982751,1339.5
2020-10-23T17:49:14Z,5.9834,8.064000000000002,27.0,44.52,222.2,Ride,b7982751,459.8
